"aircraft_serial_number","ata_chapter","ata_description","jasc_code","operator_control_number","failed_part","severity","jasc_description"
30598,55,"Stabilizers","5510","AALA202404046191","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29509,52,"Doors","5250","AALA202502122118","latch",0,"FIXED INNER DOORS"
29533,33,"Lights","3350","AALA202403110423","other",3,"EMERGENCY LIGHTING"
44485,53,"Fuselage","5310","AALA202403120680","door",0,"FUSELAGE MAIN, STRUCTURE"
30098,33,"Lights","3350","AALA202403190072","switch",1,"EMERGENCY LIGHTING"
31143,53,"Fuselage","5320","AALA202403254840","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31143,53,"Fuselage","5310","AALA202403257728","other",0,"FUSELAGE MAIN, STRUCTURE"
31143,53,"Fuselage","5320","AALA202403250716","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30082,53,"Fuselage","5320","AALA202403252317","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31203,53,"Fuselage","5320","AALA202403257411","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30083,53,"Fuselage","5320","AALA202404164982","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,53,"Fuselage","5320","AALA202404160840","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29539,52,"Doors","5250","AALA202403254161","door",0,"FIXED INNER DOORS"
31231,57,"Wings","5750","AALA202403264249","other",0,"WING, CONTROL SURFACES"
29525,33,"Lights","3350","AALA202403260050","door",1,"EMERGENCY LIGHTING"
33314,53,"Fuselage","5310","AALA202406100217","other",0,"FUSELAGE MAIN, STRUCTURE"
31107,25,"Equipment / Furnishings","2530","AALA202403217895","oven",3,"BUFFET/GALLEYS"
29564,25,"Equipment / Furnishings","2560","AALA202404012065","other",1,"EMERGENCY EQUIPMENT"
31067,25,"Equipment / Furnishings","2560","AALA202403013796","other",1,"EMERGENCY EQUIPMENT"
29529,53,"Fuselage","5320","AALA202403045483","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29532,53,"Fuselage","5320","AALA202404013957","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,53,"Fuselage","5320","AALA202404014294","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,55,"Stabilizers","5510","AALA202404015817","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29532,52,"Doors","5250","AALA202403045125","latch",0,"FIXED INNER DOORS"
44456,52,"Doors","5250","AALA202403043390","hinge",0,"FIXED INNER DOORS"
44463,33,"Lights","3350","AALA202404018810","door",1,"EMERGENCY LIGHTING"
31228,52,"Doors","5250","AALA202403089165","door",0,"FIXED INNER DOORS"
33338,25,"Equipment / Furnishings","2560","AALA202404036326","other",1,"EMERGENCY EQUIPMENT"
31226,26,"Fire Protection","2620","AALA202403116764","other",3,"EXTINGUISHING SYSTEM"
30093,52,"Doors","5250","AALA202403151344","latch",0,"FIXED INNER DOORS"
29514,25,"Equipment / Furnishings","2560","AALA202403155842","door",1,"EMERGENCY EQUIPMENT"
33340,52,"Doors","5250","AALA202403157151","latch",0,"FIXED INNER DOORS"
33222,33,"Lights","3350","AALA202403188349","CND",1,"EMERGENCY LIGHTING"
30920,27,"Flight Controls","2750","AALA202403185963","other",3,"TE FLAP CONTROL SYSTEM"
31269,25,"Equipment / Furnishings","2560","AALA202403253478","door",1,"EMERGENCY EQUIPMENT"
30096,21,"Air Conditioning","2130","AALA202403262998","CND",3,"CABIN PRESSURE CONTROL SYSTEM"
29534,53,"Fuselage","5320","AALA202403270649","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,25,"Equipment / Furnishings","2560","AALA202403273886","CND",1,"EMERGENCY EQUIPMENT"
33206,25,"Equipment / Furnishings","2560","AALA202403221758","other",1,"EMERGENCY EQUIPMENT"
29529,53,"Fuselage","5320","AALA202403042078","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29532,53,"Fuselage","5320","AALA202404013179","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29532,53,"Fuselage","5320","AALA202404010236","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29538,33,"Lights","3350","AALA202403040124","CND",3,"EMERGENCY LIGHTING"
29548,25,"Equipment / Furnishings","2560","AALA202403042880","other",1,"EMERGENCY EQUIPMENT"
30097,25,"Equipment / Furnishings","2530","AALA202403067310","oven",1,"BUFFET/GALLEYS"
30082,53,"Fuselage","5320","AALA202403065909","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30598,53,"Fuselage","5320","AALA202404040868","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30091,53,"Fuselage","5340","AALA202503173407","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31153,53,"Fuselage","5300","AALA202403116201","CND",3,"FUSELAGE STRUCTURE (GENERAL)"
33315,52,"Doors","5240","AALA202404095212","door",0,"SERVICE DOORS"
30083,53,"Fuselage","5320","AALA202404091699","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31077,33,"Lights","3350","AALA202403134251","other",1,"EMERGENCY LIGHTING"
31067,21,"Air Conditioning","2120","AALA202403158048","filter",3,"AIR DISTRIBUTION SYSTEM"
31093,53,"Fuselage","5320","AALA202403187923","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33208,33,"Lights","3350","AALA202403255383","other",1,"EMERGENCY LIGHTING"
33208,33,"Lights","3350","AALA202403255819","other",1,"EMERGENCY LIGHTING"
31173,29,"Hydraulic Power","2930","AALA202404017698","other",3,"HYDRAULIC INDICATING SYSTEM"
30858,25,"Equipment / Furnishings","2560","AALA202404014281","other",1,"EMERGENCY EQUIPMENT"
44451,55,"Stabilizers","5520","AALA202403056548","hinge",0,"ELEVATOR STRUCTURE"
33315,53,"Fuselage","5320","AALA202404055876","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5330","AALA202403150750","other",0,"FUSELAGE MAIN, PLATE/SKIN"
29557,53,"Fuselage","5320","AALA202505289922","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31067,25,"Equipment / Furnishings","2560","AALA202403188982","battery",1,"EMERGENCY EQUIPMENT"
31143,53,"Fuselage","5320","AALA202403252163","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29560,52,"Doors","5210","AALA202403258836","door",0,"PASSENGER/CREW DOORS"
33224,52,"Doors","5250","AALA202403210127","CND",0,"FIXED INNER DOORS"
31275,33,"Lights","3350","AALA202403272862","CND",1,"EMERGENCY LIGHTING"
29547,25,"Equipment / Furnishings","2560","AALA202403277354","door",3,"EMERGENCY EQUIPMENT"
29518,56,"Windows","5610","AALA202403271486","window",3,"FLIGHT COMPARTMENT WINDOWS"
31275,33,"Lights","3350","AALA202403282862","door",1,"EMERGENCY LIGHTING"
31242,25,"Equipment / Furnishings","2560","AALA202403126478","CND",1,"EMERGENCY EQUIPMENT"
30916,25,"Equipment / Furnishings","2560","AALA202404010300","other",1,"EMERGENCY EQUIPMENT"
30599,28,"Fuel","2820","AALA202404014652","switch",1,"ACFT FUEL DISTRIB. SYSTEM"
44452,25,"Equipment / Furnishings","2560","AALA202404012256","battery",1,"EMERGENCY EQUIPMENT"
33315,53,"Fuselage","5310","AALA202404022439","panel",0,"FUSELAGE MAIN, STRUCTURE"
30082,53,"Fuselage","5320","AALA202403063101","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30082,51,"Standard Practices And Structures - General","5100","AALA202403060090","other",0,"STANDARD PRACTICES/STRUCTURES"
30082,57,"Wings","5710","AALA202403062971","other",0,"WING, MAIN FRAME STRUCTURE"
29546,33,"Lights","3350","AALA202404031828","other",1,"EMERGENCY LIGHTING"
33223,33,"Lights","3350","AALA202403078090","other",1,"EMERGENCY LIGHTING"
31067,21,"Air Conditioning","2120","AALA202403157263","filter",3,"AIR DISTRIBUTION SYSTEM"
30082,55,"Stabilizers","5510","AALA202403151981","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33329,52,"Doors","5250","AALA202403196452","door",0,"FIXED INNER DOORS"
31143,53,"Fuselage","5320","AALA202403256403","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30912,52,"Doors","5250","AALA202403283306","door",0,"FIXED INNER DOORS"
44446,52,"Doors","5250","AALA202404014977","latch",0,"FIXED INNER DOORS"
30083,53,"Fuselage","5310","AALA202405079684","wheel",0,"FUSELAGE MAIN, STRUCTURE"
31210,25,"Equipment / Furnishings","2560","AALA202403135232","CND",1,"EMERGENCY EQUIPMENT"
31143,53,"Fuselage","5320","AALA202403259648","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30598,53,"Fuselage","5320","AALA202403257326","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33224,53,"Fuselage","5340","AALA202403270127","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29529,53,"Fuselage","5320","AALA202403040405","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29529,53,"Fuselage","5320","AALA202403045443","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29529,53,"Fuselage","5320","AALA202403047339","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29532,53,"Fuselage","5320","AALA202404019511","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44483,52,"Doors","5250","AALA202404010840","door",0,"FIXED INNER DOORS"
30903,52,"Doors","5250","AALA202403046533","latch",0,"FIXED INNER DOORS"
31147,52,"Doors","5210","AALA202403047237","door",0,"PASSENGER/CREW DOORS"
40766,53,"Fuselage","5310","AALA202403054977","door",0,"FUSELAGE MAIN, STRUCTURE"
31280,33,"Lights","3350","AALA202403064919","other",1,"EMERGENCY LIGHTING"
31280,33,"Lights","3350","AALA202403110533","other",1,"EMERGENCY LIGHTING"
33232,25,"Equipment / Furnishings","2560","AALA202403144611","door",1,"EMERGENCY EQUIPMENT"
31228,52,"Doors","5250","AALA202403151864","door",0,"FIXED INNER DOORS"
30098,33,"Lights","3350","AALA202403180072","CND",1,"EMERGENCY LIGHTING"
31143,53,"Fuselage","5320","AALA202403255103","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33520,52,"Doors","5250","AALA202505134484","door",0,"FIXED INNER DOORS"
29507,57,"Wings","5730","AALA202403228230","CND",0,"WING, PLATES/SKINS"
29534,53,"Fuselage","5310","AALA202404013211","other",0,"FUSELAGE MAIN, STRUCTURE"
33314,53,"Fuselage","5320","AALA202403050496","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29532,52,"Doors","5250","AALA202403058264","door",0,"FIXED INNER DOORS"
33318,55,"Stabilizers","5510","AALA202403085518","CND",0,"HORIZONTAL STABILIZER STRUCTURE"
29534,55,"Stabilizers","5510","AALA202404040052","other",0,"HORIZONTAL STABILIZER STRUCTURE"
30598,53,"Fuselage","5310","AALA202404048381","other",0,"FUSELAGE MAIN, STRUCTURE"
29559,53,"Fuselage","5310","AALA202412192166","door",0,"FUSELAGE MAIN, STRUCTURE"
30598,55,"Stabilizers","5530","AALA202404093423","other",0,"VERTICAL STABILIZER STRUCTURE"
31210,25,"Equipment / Furnishings","2560","AALA202403138756","other",1,"EMERGENCY EQUIPMENT"
31237,25,"Equipment / Furnishings","2560","AALA202403127521","other",1,"EMERGENCY EQUIPMENT"
31237,25,"Equipment / Furnishings","2560","AALA202403120860","other",1,"EMERGENCY EQUIPMENT"
29519,55,"Stabilizers","5510","AALA202403123431","CND",0,"HORIZONTAL STABILIZER STRUCTURE"
29506,53,"Fuselage","5320","AALA202403153470","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,53,"Fuselage","5320","AALA202403150486","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29519,55,"Stabilizers","5510","AALA202403153431","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31159,25,"Equipment / Furnishings","2560","AALA202403184791","door",1,"EMERGENCY EQUIPMENT"
33344,33,"Lights","3350","AALA202403202880","other",3,"EMERGENCY LIGHTING"
44477,33,"Lights","3350","AALA202403221574","other",1,"EMERGENCY LIGHTING"
29532,53,"Fuselage","5320","AALA202404013307","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29534,55,"Stabilizers","5510","AALA202404017231","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29529,53,"Fuselage","5320","AALA202403048450","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33521,28,"Fuel","2840","AALA202404013680","valve",3,"ACFT FUEL INDICATING SYSTEM"
29539,53,"Fuselage","5310","AALA202502060464","other",0,"FUSELAGE MAIN, STRUCTURE"
33232,25,"Equipment / Furnishings","2560","AALA202403058375","door",1,"EMERGENCY EQUIPMENT"
33206,52,"Doors","5250","AALA202502173924","hinge",0,"FIXED INNER DOORS"
29538,33,"Lights","3350","AALA202403060124","other",3,"EMERGENCY LIGHTING"
29546,33,"Lights","3350","AALA202404011828","CND",1,"EMERGENCY LIGHTING"
29563,33,"Lights","3350","AALA202403134438","other",1,"EMERGENCY LIGHTING"
31219,52,"Doors","5250","AALA202403141877","panel",0,"FIXED INNER DOORS"
30089,53,"Fuselage","5310","AALA202502107737","other",0,"FUSELAGE MAIN, STRUCTURE"
30083,53,"Fuselage","5320","AALA202404219340","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29527,25,"Equipment / Furnishings","2560","AALA202408260748","battery",1,"EMERGENCY EQUIPMENT"
40581,57,"Wings","5750","AALA202408235435","other",3,"WING, CONTROL SURFACES"
31270,25,"Equipment / Furnishings","2560","AALA202404019141","battery",1,"EMERGENCY EQUIPMENT"
29525,25,"Equipment / Furnishings","2560","AALA202403259390","door",1,"EMERGENCY EQUIPMENT"
31163,28,"Fuel","2840","AALA202505099098","probe",3,"ACFT FUEL INDICATING SYSTEM"
30085,32,"Landing Gear","3230","AALA202403250324","module",2,"LANDING GEAR RETRACT/EXTEND SYSTEM"
29572,53,"Fuselage","5320","AALA202412247972","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29529,25,"Equipment / Furnishings","2560","AALA202404019613","door",1,"EMERGENCY EQUIPMENT"
31067,21,"Air Conditioning","2120","AALA202403154550","tire",3,"AIR DISTRIBUTION SYSTEM"
29504,53,"Fuselage","5350","AALA202403155459","CND",0,"AERODYNAMIC FAIRINGS"
33315,53,"Fuselage","5320","AALA202404220357","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33338,53,"Fuselage","5330","AALA202403258043","other",0,"FUSELAGE MAIN, PLATE/SKIN"
30858,25,"Equipment / Furnishings","2560","AALA202403278687","door",1,"EMERGENCY EQUIPMENT"
29512,25,"Equipment / Furnishings","2560","AALA202403283886","other",1,"EMERGENCY EQUIPMENT"
33203,25,"Equipment / Furnishings","2560","AALA202403057786","battery",1,"EMERGENCY EQUIPMENT"
33314,25,"Equipment / Furnishings","2560","AALA202403156271","door",1,"EMERGENCY EQUIPMENT"
29506,53,"Fuselage","5320","AALA202403151716","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,53,"Fuselage","5320","AALA202403156545","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,53,"Fuselage","5320","AALA202403151005","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33256,33,"Lights","3350","AALA202403197421","other",1,"EMERGENCY LIGHTING"
31158,25,"Equipment / Furnishings","2560","AALA202403208989","door",1,"EMERGENCY EQUIPMENT"
30091,55,"Stabilizers","5510","AALA202502251110","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31149,53,"Fuselage","5320","AALA202407034204","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31097,52,"Doors","5250","AALA202406129451","panel",0,"FIXED INNER DOORS"
29577,25,"Equipment / Furnishings","2560","AALA202406242601","CND",1,"EMERGENCY EQUIPMENT"
29503,53,"Fuselage","5320","AALA202406076327","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31073,33,"Lights","3350","AALA202406109664","door",3,"EMERGENCY LIGHTING"
31169,52,"Doors","5250","AALA202406107076","door",0,"FIXED INNER DOORS"
29535,55,"Stabilizers","5510","AALA202406175882","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33224,53,"Fuselage","5320","AALA202407178684","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30084,53,"Fuselage","5310","AALA202406114923","other",0,"FUSELAGE MAIN, STRUCTURE"
30600,53,"Fuselage","5320","AALA202406270327","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30600,53,"Fuselage","5320","AALA202406276715","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33224,53,"Fuselage","5320","AALA202407173608","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30089,28,"Fuel","2820","AALA202406192302","switch",1,"ACFT FUEL DISTRIB. SYSTEM"
29517,53,"Fuselage","5320","AALA202401242380","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33224,53,"Fuselage","5320","AALA202407085064","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31149,53,"Fuselage","5320","AALA202407080594","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30090,53,"Fuselage","5310","AALA202412232793","other",0,"FUSELAGE MAIN, STRUCTURE"
33314,53,"Fuselage","5310","AALA202406064650","other",0,"FUSELAGE MAIN, STRUCTURE"
29514,28,"Fuel","2820","AALA202407101766","valve",3,"ACFT FUEL DISTRIB. SYSTEM"
29571,55,"Stabilizers","5510","AALA202412197389","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29569,56,"Windows","5610","AALA202406274111","window",0,"FLIGHT COMPARTMENT WINDOWS"
31075,25,"Equipment / Furnishings","2530","AALA202406146203","oven",3,"BUFFET/GALLEYS"
31149,53,"Fuselage","5310","AALA202407012470","panel",0,"FUSELAGE MAIN, STRUCTURE"
29535,21,"Air Conditioning","2130","AALA202407013854","controller",3,"CABIN PRESSURE CONTROL SYSTEM"
29543,25,"Equipment / Furnishings","2560","AALA202407014545","door",3,"EMERGENCY EQUIPMENT"
30087,52,"Doors","5210","AALA202407015007","door",0,"PASSENGER/CREW DOORS"
30600,53,"Fuselage","5320","AALA202407031640","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33211,53,"Fuselage","5310","AALA202407029296","other",0,"FUSELAGE MAIN, STRUCTURE"
44450,25,"Equipment / Furnishings","2560","AALA202406030603","door",1,"EMERGENCY EQUIPMENT"
33328,52,"Doors","5250","AALA202406210350","door",0,"FIXED INNER DOORS"
33318,53,"Fuselage","5310","AALA202406252767","other",0,"FUSELAGE MAIN, STRUCTURE"
33210,25,"Equipment / Furnishings","2560","AALA202406254157","door",1,"EMERGENCY EQUIPMENT"
29531,33,"Lights","3350","AALA202406103644","other",1,"EMERGENCY LIGHTING"
31173,73,"Engine - Fuel And Control","7310","AALA202406270786","engine",3,"ENGINE FUEL DISTRIBUTION"
29535,51,"Standard Practices And Structures - General","5100","AALA202406178823","other",0,"STANDARD PRACTICES/STRUCTURES"
44473,52,"Doors","5250","AALA202408052047","door",0,"FIXED INNER DOORS"
33224,53,"Fuselage","5320","AALA202407174744","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33224,53,"Fuselage","5320","AALA202407172703","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29539,53,"Fuselage","5320","AALA202406183592","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31143,25,"Equipment / Furnishings","2560","AALA202406184140","other",1,"EMERGENCY EQUIPMENT"
29566,49,"Airborne Auxiliary Power","4990","AALA202406043169","switch",3,"APU OIL SYSTEM"
29549,53,"Fuselage","5340","AALA202406213808","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29505,33,"Lights","3350","AALA202406107808","other",1,"EMERGENCY LIGHTING"
29514,28,"Fuel","2820","AALA202407107316","valve",3,"ACFT FUEL DISTRIB. SYSTEM"
33318,53,"Fuselage","5320","AALA202406258140","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33318,53,"Fuselage","5320","AALA202406253707","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29533,53,"Fuselage","5320","AALA202401297337","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31161,53,"Fuselage","5320","AALA202501095191","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29530,25,"Equipment / Furnishings","2560","AALA202406114651","pack",1,"EMERGENCY EQUIPMENT"
29547,33,"Lights","3350","AALA202406272465","pack",1,"EMERGENCY LIGHTING"
33322,21,"Air Conditioning","2120","AALA202407013555","engine",3,"AIR DISTRIBUTION SYSTEM"
29557,27,"Flight Controls","2730","AALA202506092409","other",2,"ELEVATOR CONTROL SYSTEM"
30600,53,"Fuselage","5310","AALA202407032018","panel",0,"FUSELAGE MAIN, STRUCTURE"
30600,53,"Fuselage","5320","AALA202407031670","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33224,53,"Fuselage","5320","AALA202407174373","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33256,52,"Doors","5250","AALA202406115573","door",0,"FIXED INNER DOORS"
29505,33,"Lights","3350","AALA202406032862","panel",1,"EMERGENCY LIGHTING"
33224,53,"Fuselage","5320","AALA202407178904","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29549,53,"Fuselage","5340","AALA202406212984","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
