"aircraft_serial_number","ata_chapter","ata_description","jasc_code","operator_control_number","failed_part","severity","jasc_description"
33491,53,"Fuselage","5330","AALA202510230177","other",0,"FUSELAGE MAIN, PLATE/SKIN"
40764,52,"Doors","5250","AALA202510020342","door",0,"FIXED INNER DOORS"
29509,53,"Fuselage","5310","AALA202601149757","other",0,"FUSELAGE MAIN, STRUCTURE"
29509,53,"Fuselage","5320","AALA202601140515","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29509,53,"Fuselage","5310","AALA202601154238","other",0,"FUSELAGE MAIN, STRUCTURE"
29509,53,"Fuselage","5320","AALA202601159193","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29509,53,"Fuselage","5320","AALA202601159331","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29518,52,"Doors","5250","AALA202510315994","latch",0,"FIXED INNER DOORS"
44459,33,"Lights","3350","AALA202510073467","other",1,"EMERGENCY LIGHTING"
33240,25,"Equipment / Furnishings","2560","AALA202511035433","other",1,"EMERGENCY EQUIPMENT"
33232,53,"Fuselage","5340","AALA202510136628","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31127,33,"Lights","3350","AALA202510136303","switch",3,"EMERGENCY LIGHTING"
31177,53,"Fuselage","5330","AALA202510131080","other",0,"FUSELAGE MAIN, PLATE/SKIN"
31214,25,"Equipment / Furnishings","2560","AALA202510163066","door",1,"EMERGENCY EQUIPMENT"
40584,53,"Fuselage","5340","AALA202510201286","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31217,25,"Equipment / Furnishings","2560","AALA202510200323","other",1,"EMERGENCY EQUIPMENT"
33323,53,"Fuselage","5320","AALA202510201195","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29511,29,"Hydraulic Power","2910","AALA202510217268","engine",3,"HYDRAULIC SYSTEM, MAIN"
33331,25,"Equipment / Furnishings","2560","AALA202510247493","door",1,"EMERGENCY EQUIPMENT"
33319,52,"Doors","5250","AALA202510276786","door",0,"FIXED INNER DOORS"
29509,53,"Fuselage","5320","AALA202601144407","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31218,32,"Landing Gear","3230","AALA202510035477","CND",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
31081,52,"Doors","5210","AALA202510064056","door",3,"PASSENGER/CREW DOORS"
29528,52,"Doors","5250","AALA202510074870","door",0,"FIXED INNER DOORS"
30089,52,"Doors","5250","AALA202510081045","latch",0,"FIXED INNER DOORS"
29509,55,"Stabilizers","5530","AALA202511175408","other",0,"VERTICAL STABILIZER STRUCTURE"
33229,53,"Fuselage","5310","AALA202503076923","other",0,"FUSELAGE MAIN, STRUCTURE"
29509,53,"Fuselage","5320","AALA202601146926","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29509,53,"Fuselage","5320","AALA202601140077","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33492,53,"Fuselage","5320","AALA202510306647","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33519,25,"Equipment / Furnishings","2560","AALA202510309537","other",1,"EMERGENCY EQUIPMENT"
44464,32,"Landing Gear","3240","AALA202510066338","strut",3,"LANDING GEAR BRAKE SYSTEM"
30099,56,"Windows","5630","AALA202509088123","window",0,"DOOR WINDOWS"
33340,21,"Air Conditioning","2120","AALA202510312883","CND",3,"AIR DISTRIBUTION SYSTEM"
33323,53,"Fuselage","5310","AALA202510202233","other",0,"FUSELAGE MAIN, STRUCTURE"
29562,33,"Lights","3350","AALA202510212086","door",1,"EMERGENCY LIGHTING"
29530,32,"Landing Gear","3240","AALA202510218075","control unit",3,"LANDING GEAR BRAKE SYSTEM"
29512,73,"Engine - Fuel And Control","7310","AALA202510212775","CND",3,"ENGINE FUEL DISTRIBUTION"
29558,57,"Wings","5710","AALA202501221955","panel",0,"WING, MAIN FRAME STRUCTURE"
33323,53,"Fuselage","5320","AALA202510232010","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31177,53,"Fuselage","5340","AALA202510230911","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29521,52,"Doors","5250","AALA202510234729","door",0,"FIXED INNER DOORS"
29509,53,"Fuselage","5320","AALA202601140239","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,55,"Stabilizers","5520","AALA202510291172","other",0,"ELEVATOR STRUCTURE"
29506,55,"Stabilizers","5520","AALA202510309904","other",0,"ELEVATOR STRUCTURE"
31111,53,"Fuselage","5310","AALA202510099900","wheel",0,"FUSELAGE MAIN, STRUCTURE"
44487,52,"Doors","5250","AALA202511044014","door",0,"FIXED INNER DOORS"
29554,53,"Fuselage","5310","AALA202510094717","other",0,"FUSELAGE MAIN, STRUCTURE"
30914,25,"Equipment / Furnishings","2560","AALA202510091565","door",1,"EMERGENCY EQUIPMENT"
29520,33,"Lights","3350","AALA202510206779","door",1,"EMERGENCY LIGHTING"
30828,25,"Equipment / Furnishings","2560","AALA202510224057","door",1,"EMERGENCY EQUIPMENT"
33323,53,"Fuselage","5340","AALA202510260057","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
44486,77,"Engine Indicating","7730","AALA202510230570","other",3,"ENGINE IGNITION ANALYZER SYSTEM"
30905,55,"Stabilizers","5510","AALA202510022735","hinge",0,"HORIZONTAL STABILIZER STRUCTURE"
31200,25,"Equipment / Furnishings","2560","AALA202510270663","door",1,"EMERGENCY EQUIPMENT"
44446,25,"Equipment / Furnishings","2560","AALA202510273610","other",1,"EMERGENCY EQUIPMENT"
30905,53,"Fuselage","5310","AALA202510046556","other",0,"FUSELAGE MAIN, STRUCTURE"
29509,53,"Fuselage","5320","AALA202601147590","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31210,25,"Equipment / Furnishings","2560","AALA202510060195","door",1,"EMERGENCY EQUIPMENT"
33328,33,"Lights","3350","AALA202510060004","door",1,"EMERGENCY LIGHTING"
33323,53,"Fuselage","5310","AALA202510077974","panel",0,"FUSELAGE MAIN, STRUCTURE"
40582,33,"Lights","3350","AALA202511038694","other",1,"EMERGENCY LIGHTING"
44466,72,"Engine","7200","AALA202510101329","engine",3,"ENGINE (TURBINE/TURBOPROP)"
44466,72,"Engine","7220","AALA202510100725","engine",3,"TURBINE ENGINE AIR INLET SECTION"
31171,25,"Equipment / Furnishings","2540","AALA202510104078","CND",1,"LAVATORIES"
44466,72,"Engine","7220","AALA202510107507","other",3,"TURBINE ENGINE AIR INLET SECTION"
31177,53,"Fuselage","5340","AALA202510135889","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29554,53,"Fuselage","5310","AALA202510154479","wheel",0,"FUSELAGE MAIN, STRUCTURE"
31177,53,"Fuselage","5320","AALA202510159445","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33230,53,"Fuselage","5320","AALA202506243161","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31217,25,"Equipment / Furnishings","2560","AALA202510203118","other",1,"EMERGENCY EQUIPMENT"
44482,52,"Doors","5250","AALA202510249329","CND",0,"FIXED INNER DOORS"
68228,34,"Navigation","3410","AALA202510238335","other",3,"FLIGHT ENVIRONMENT DATA"
29509,53,"Fuselage","5320","AALA202601139319","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31111,53,"Fuselage","5330","AALA202510044149","other",0,"FUSELAGE MAIN, PLATE/SKIN"
29509,53,"Fuselage","5340","AALA202601145321","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31233,29,"Hydraulic Power","2930","AALA202510300382","servo",3,"HYDRAULIC INDICATING SYSTEM"
31231,33,"Lights","3350","AALA202510306793","door",1,"EMERGENCY LIGHTING"
29509,53,"Fuselage","5320","AALA202601143082","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29509,53,"Fuselage","5320","AALA202510319299","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31141,25,"Equipment / Furnishings","2560","AALA202510318811","door",1,"EMERGENCY EQUIPMENT"
30600,25,"Equipment / Furnishings","2560","AALA202511031928","door",1,"EMERGENCY EQUIPMENT"
29554,53,"Fuselage","5340","AALA202510088355","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
30093,25,"Equipment / Furnishings","2560","AALA202510101087","door",1,"EMERGENCY EQUIPMENT"
